Carimbo de data/hora,Nickname,TAG,Data:,Horário do INÍCIO da instrução:,Curso aplicado: ,Nick(s) do(s) aluno(s) presente(s):,Nick(s) do(s) aluno(s) aprovado(s):,Comentários:,Pontos:,,Nickname,Pontos:,CFSd,CFC1,CFC2,CAP,CODE,,,,,,,,,,
04/11/2018 13:13:32,Lilian.Trinity,[LiT],04/11/2018,13:02:00,Curso de Formação de Soldados (CFSd),!=DJ.Gabriel=!,-x-,"Nenhum recruta foi aprovado no teste, errando mais de uma questão no teste de conduta.",2,,,,,,,,,,,,,,,,,,
04/11/2018 13:40:16,Lilian.Trinity,[LiT],04/11/2018,13:19:00,Curso de Formação de Soldados (CFSd),sulake:K / X-laysa. /felippeelin ,sulake:K / X-laysa. /felippeelin ,"Aprovados com Êxito, aula produtiva.",2,,,,,,,,,,,,,,,,,,
04/11/2018 14:11:22,Lilian.Trinity,[LiT],04/11/2018,13:49:00,Curso de Formação de Soldados (CFSd),luquinhasg61 /vitoriasa402 /SouOtakuMesmo ,SouOtakuMesmo ,"Aula aplicada com máximo de aprovamento e com êxito, porém infelizmente nem todos foram aprovados.",2,,,,,,,,,,,,,,,,,,
04/11/2018 14:23:06,Lilian.Trinity,[LiT],04/11/2018,14:16:00,Curso de Formação de Soldados (CFSd),carolin20849 / PedroGraham12,-x-,"Aula aplicada com máximo de aproveitamento e concluída com êxito, embora nem todos foram aprovados.",2,,,,,,,,,,,,,,,,,,
04/11/2018 14:49:32,Lilian.Trinity,[LiT],04/11/2018,14:29:00,Curso de Formação de Soldados (CFSd),AztecaGuy / izabelly989  / carolin20849 / Jacobota,AztecaGuy,"Aula aplicada com êxito, porém lamentavelmente, nem todos foram aprovados.",2,,,,,,,,,,,,,,,,,,
04/11/2018 15:38:46,Lilian.Trinity,[LiT],04/11/2018,15:14:00,Curso de Formação de Cabos (Parte 1) (CFC1),TONI_CROSs/ LordDasTRevasDJ/jamesapolo84,TONI_CROSs/ LordDasTRevasDJ,"CFC aplicado com êxito, aula super tranquila, fizeram tudo certinho e estão aptos para a parte 2.",2,,,,,,,,,,,,,,,,,,
05/11/2018 21:42:56,Lilian.Trinity,[LiT],05/11/2018,21:18:00,Curso de Formação de Cabos (Parte 2) (CFC2),oHeitorL ,oHeitorL ,Aprovado no Curso de Formação de Cabos parte 2 com êxito e está apto para executar seu trabalho na RCC.,1,,,,,,,,,,,,,,,,,,
05/11/2018 22:05:41,Lilian.Trinity,[LiT],05/11/2018,21:54:00,Curso de Aperfeiçoamento de Praças (CAP),yann1942 ,yann1942,"Curso de Aperfeiçoamento de Praças aplicado com êxito, o subtenente está apto para prosseguir em sua carreira na RCC.",1,,,,,,,,,,,,,,,,,,
10/11/2018 17:25:14,Lilian.Trinity,[LiT],10/11/2018,17:12:00,Curso de Formação de Cabos (Parte 1) (CFC1),zZEdos@ ,zZEdos@,Aula aplicada tranquilamente e com máximo aproveitamento.,2,,,,,,,,,,,,,,,,,,
10/11/2018 19:18:20,Lilian.Trinity,[LiT],10/11/2018,18:54:00,Curso de Formação de Cabos (Parte 1) (CFC1),luizfilipezxl ,luizfilipezxl ,"Aula aplicada tranquilamente, o cabo foi aprovado e está apto para a segunda parte do CFC.",2,,,,,,,,,,,,,,,,,,
10/11/2018 19:42:15,Lilian.Trinity,[LiT],10/11/2018,19:21:00,Curso de Formação de Cabos (Parte 2) (CFC2),luizfilipezxl ,luizfilipezxl ,"O Cabo teve algumas dúvidas, mas no fim consegui fazer tudo, aula aplicada tranquilamente.",1,,,,,,,,,,,,,,,,,,
10/11/2018 20:36:04,Lilian.Trinity,[LiT],10/11/2018,20:12:00,Curso de Formação de Soldados (CFSd),kakashi12hatake/Du.3k /GhostXp13/ JhonLobo ,Du.3k,"Aula aplicada com êxito, nem todos foram aprovados pelo teste de conduta, mas foi com máximo aproveitamento.",2,,,,,,,,,,,,,,,,,,
04/11/2018 20:46:07,liverton23,[Ton],04/11/2018,20:09:00,Curso de Formação de Soldados (CFSd),..::Jonas::..DJ,..::Jonas::..DJ,Um recruta excelente ,2,,,,,,,,,,,,,,,,,,
04/11/2018 22:11:46,liverton23,[Ton],04/11/2018,21:40:00,Curso de Formação de Soldados (CFSd),Don-Zorocia/ Vitorceltics/Kiberny/murillo8561,Don-Zorocia,"O Recruta é bem inteligente, e tem uma boa ortografia.",2,,,,,,,,,,,,,,,,,,
06/11/2018 00:12:40,liverton23,[Ton],06/11/2018,23:57:00,Curso de Aperfeiçoamento de Praças (CAP),Victor_Hugo01,Victor_Hugo01,,1,,,,,,,,,,,,,,,,,,
09/11/2018 00:10:14,liverton23,[Ton],09/11/2018,23:45:00,Curso de Formação de Soldados (CFSd),ricardoaze56,ricardoaze56,,2,,,,,,,,,,,,,,,,,,
09/11/2018 01:05:07,liverton23,[Ton],09/11/2018,00:40:00,Curso de Formação de Cabos (Parte 2) (CFC2),InHz,-X-,O jogo do cabo se desconectou ,1,,,,,,,,,,,,,,,,,,
09/11/2018 01:16:47,liverton23,[Ton],09/11/2018,01:15:00,Curso de Formação de Cabos (Parte 2) (CFC2),InHz,InHz,,1,,,,,,,,,,,,,,,,,,
09/11/2018 01:51:30,liverton23,[Ton],09/11/2018,01:35:00,Curso de Formação de Soldados (CFSd),sarah27643/ yuri1213Surf,-X-,,2,,,,,,,,,,,,,,,,,,
10/11/2018 02:43:53,liverton23,[Ton],10/11/2018,02:19:00,Curso de Formação de Cabos (Parte 2) (CFC2),Yukya.../ DraloYT05,Yukya.../ DraloYT05,,1,,,,,,,,,,,,,,,,,,
04/11/2018 12:44:47,Lucasbkred,[LcB],04/11/2018,12:00:00,Curso de Formação de Soldados (CFSd),xhylmervice,xhylmervice,O aluno não é muito bom mais tem potencial porém errou na teórica duas vezes mais ficarei feliz em dar outra aula para ele.,2,,,,,,,,,,,,,,,,,,
04/11/2018 14:49:31,Lucasbkred,[LcB],04/11/2018,14:30:00,Curso de Aperfeiçoamento de Praças (CAP),Gudryan_Freitas,Gudryan_Freitas,Um ótimo subtenente só errou a primeira pergunta mais em duvidas de contas no resto foi excelente com respostas rapidas aprovadissimo.,1,,,,,,,,,,,,,,,,,,
04/11/2018 17:58:39,Lucasbkred,[LcB],04/11/2018,17:20:00,Curso de Formação de Soldados (CFSd),Snoopiz,Snoopiz,Ele foi um aluno um tanto que compreensivo e legal mais não se saiu nem um pouco bem no teste acertou só uma na terceira questão da teórica tive que reprova-lo,2,,,,,,,,,,,,,,,,,,
07/11/2018 20:30:05,Lucasbkred,[LcB],07/11/2018,20:20:00,Curso de Formação de Soldados (CFSd),deyvisso4197,deyvisso4197,Era um aluno legal mais ser legal não significa que é um bom aluno nas sua tarefas ele errou as duas primeiras quero meus aluno bem informado e anotando tudo que for necessário não quero alunos que não consegue responder uma só pergunta se quer por isso tive que reprova-lo péssimo aluno que não prestou a atenção na aula.,2,,,,,,,,,,,,,,,,,,
08/11/2018 02:24:46,Lucasbkred,[LcB],08/11/2018,02:10:00,Curso de Formação de Soldados (CFSd),emersonarou,emersonarou,O Aluno caiu no meio da aula e não apareceu mais esperei 10 minutos mais ele não compareceu novamente,2,,,,,,,,,,,,,,,,,,
08/11/2018 13:42:57,Lucasbkred,[LcB],08/11/2018,13:00:00,Curso de Formação de Cabos (Parte 1) (CFC1),MANO_MK,MANO_MK,Um bom aluno dei uma chance para ele se redimir na resposta uma vez ele foi e engancho na outra e não errou mais nenhuma.,2,,,,,,,,,,,,,,,,,,
08/11/2018 14:46:40,Lucasbkred,[LcB],08/11/2018,14:00:00,Curso de Formação de Cabos (Parte 1) (CFC1),Fernaks,Fernaks,Um ótimo aluno queria aplicar a Segunda parte do CFCII Mais pena que ele teve que sair um ótimo aluno um dos melhores que ja tive.,2,,,,,,,,,,,,,,,,,,
08/11/2018 23:11:56,Lucasbkred,[LcB],08/11/2018,22:50:00,Curso de Formação de Soldados (CFSd),Ona,,Não aprovei o aluno pois errou duas perguntas do teste teórico,2,,,,,,,,,,,,,,,,,,
09/11/2018 12:18:24,Marcelus20,[Mcl20],09/11/2018,11:45:00,Curso de Formação de Cabos (Parte 1) (CFC1),david45588,,o cabo nao alcançou exito.,2,,,,,,,,,,,,,,,,,,
10/11/2018 17:13:38,marcio_0990,[Mr9],10/11/2018,16:28:00,Curso de Formação de Cabos (Parte 1) (CFC1),Sr.KauannVictor,Sr.KauannVictor,O Cabo tem um grande futuro.,2,,,,,,,,,,,,,,,,,,
05/11/2018 17:40:21,Marcus.28.,[M28],05/11/2018,15:58:00,Curso de Formação de Soldados (CFSd),UvaChapad@ / felipe41690 /  lets-piriguets,lets-piriguets,~X~,2,,,,,,,,,,,,,,,,,,
09/11/2018 17:33:10,Marcus.28.,[M28],09/11/2018,16:25:00,Curso de Formação de Soldados (CFSd),zeus-emmo,,~X~,2,,,,,,,,,,,,,,,,,,
09/11/2018 19:27:40,Marcus.28.,[M28],09/11/2018,18:08:00,Curso de Formação de Cabos (Parte 1) (CFC1),Bern@rdo13,Bern@rdo13,~X~,2,,,,,,,,,,,,,,,,,,
09/11/2018 19:36:55,Marcus.28.,[M28],09/11/2018,18:28:00,Curso de Formação de Cabos (Parte 2) (CFC2),Bern@rdo13,Bern@rdo13,~X~,1,,,,,,,,,,,,,,,,,,
04/11/2018 22:51:17,MC@TOP,[TOP],04/11/2018,21:34:00,Curso de Formação de Cabos (Parte 2) (CFC2),pietro207,pietro207,Ótima aula.,1,,,,,,,,,,,,,,,,,,
09/11/2018 11:02:32,MC@TOP,[TOP],09/11/2018,09:59:00,Curso de Formação de Soldados (CFSd),zikoyurivas,,Recruta com conduta imprópria para adentrar para a RCC.,2,,,,,,,,,,,,,,,,,,
09/11/2018 17:18:58,MC@TOP,[TOP],09/11/2018,15:47:00,Curso de Formação de Soldados (CFSd),japakaugo ; JesusPlay160 ; thainaele169,JesusPlay160 ; thainaele169,Ótima aula.,2,,,,,,,,,,,,,,,,,,
09/11/2018 18:55:29,MC@TOP,[TOP],09/11/2018,17:18:00,Curso de Formação de Cabos (Parte 1) (CFC1),odaugusbo76,odaugusbo76,Ótima aula.,2,,,,,,,,,,,,,,,,,,
09/11/2018 16:57:08,mike2345Elfo,[MEO],09/11/2018,15:31:00,Curso de Formação de Soldados (CFSd),"Quackzinho, sabrina11168 ",Quackzinho,"O Recruta Quackzinho é excelente, se dará bem na RCC.",2,,,,,,,,,,,,,,,,,,
09/11/2018 18:09:14,mike2345Elfo,[MEO],09/11/2018,16:42:00,Curso de Formação de Soldados (CFSd),"poouiiuiu, lee8800 , guilher41313 ",poouiiuiu,A outra recruta foi reprovada e o guilher41313 caiu.,2,,,,,,,,,,,,,,,,,,
09/11/2018 19:47:46,mike2345Elfo,[MEO],09/11/2018,18:31:00,Curso de Formação de Soldados (CFSd),"melana022, luziale, Daniel142018",,"O recruta Daniel142018 caiu no meio da aula, as duas restantes foram reprovadas.",2,,,,,,,,,,,,,,,,,,
10/11/2018 11:25:49,mike2345Elfo,[MEO],10/11/2018,10:04:00,Curso de Formação de Soldados (CFSd),"samuel97460, NinjaAttack2, Alpha:.?","samuel97460, NinjaAttack2, Alpha:.?","Excelentes, irão ser ótimos líderes da RCC.",2,,,,,,,,,,,,,,,,,,
10/11/2018 16:40:04,mike2345Elfo,[MEO],10/11/2018,16:09:00,Curso de Formação de Soldados (CFSd),"Xx:PauloRian:xX, Veigar. ",Veigar. ,"Xx:PauloRian:xX foi reprovado no teste teórico. Veigar. passou com nota máxima, mas o mesmo não tem paciência, pois discutiu comigo por causa que a aula estava demorando por quê o paceiro dele demorava de responder, mas como eu sei, temos que ter paciência com todos, esses caracteres podem ter influência no futuro, podendo o Veigar. reclamar da demora do salário, promoções e falta de civis para alistar.",2,,,,,,,,,,,,,,,,,,
10/11/2018 18:52:29,mike2345Elfo,[MEO],10/11/2018,17:32:00,Curso de Formação de Soldados (CFSd),MarioRBC. ,,"O rapaz foi reprovado, infelizmente.",2,,,,,,,,,,,,,,,,,,
10/11/2018 19:46:10,mike2345Elfo,[MEO],10/11/2018,19:27:00,Curso de Formação de Soldados (CFSd),"::.Gordinho.:: , MarioRBC. , duda141714 ","::.Gordinho.:: , MarioRBC.","Ótimos e atenciosos na aula, vão ser futuros líderes.",2,,,,,,,,,,,,,,,,,,
10/11/2018 20:59:47,mike2345Elfo,[MEO],10/11/2018,20:35:00,Curso de Formação de Soldados (CFSd),"H-alls , leandro17134 , luudy18 ","H-alls , luudy18","Ótimos, futuros líderes dessa grande família de revolucionários. O leandro17134 foi reprovado.",2,,,,,,,,,,,,,,,,,,
10/11/2018 21:29:23,mike2345Elfo,[MEO],10/11/2018,21:10:00,Curso de Formação de Soldados (CFSd),"general0022 , laryssa4441 ",general0022,"laryssa4441 foi reprovada, infelizmente, mas com certeza, o general0022 será um ótimo líder no futuro.",2,,,,,,,,,,,,,,,,,,
10/11/2018 23:17:52,mike2345Elfo,[MEO],10/11/2018,21:10:00,Curso de Formação de Soldados (CFSd),"general0022 , laryssa4441 ",general0022,"laryssa4441 foi reprovada, infelizmente, mas com certeza, o general0022 será um ótimo líder no futuro.",2,,,,,,,,,,,,,,,,,,
10/11/2018 23:36:12,mike2345Elfo,[MEO],10/11/2018,23:17:00,Curso de Formação de Soldados (CFSd),camilly2063,camilly2063,"Ótima aluna, será uma mulher de respeito nessa grande polícia chamada RCC.",2,,,,,,,,,,,,,,,,,,
04/11/2018 09:59:30,miobrenipe ,[Mio] ,04/11/2018,08:00:00,Curso de Formação de Soldados (CFSd),heitor00756 / dark.verde ,heitor00756 / dark.verde ,Boa aula. ,2,,,,,,,,,,,,,,,,,,
05/11/2018 20:36:39,miobrenipe ,[Mio] ,05/11/2018,08:07:00,Curso de Formação de Soldados (CFSd),rafhaella22 / Washing@ton / !54edu@rdo54! ,-x-,Dois caíram e a que restou caiu no teste teórico. (Caiu a internet). ,2,,,,,,,,,,,,,,,,,,
06/11/2018 01:24:18,miobrenipe ,[Mio] ,06/11/2018,01:04:00,Curso de Formação de Soldados (CFSd),Eshylem / sorvetinho35465 ,-x-,"Uma reprovou, a outra teve de sair. ",2,,,,,,,,,,,,,,,,,,
06/11/2018 11:54:15,miobrenipe ,[Mio] ,06/11/2018,11:25:00,Curso de Formação de Soldados (CFSd),JhowFaro,JhowFaro,"Ótima aula, exelente miljtar. ",2,,,,,,,,,,,,,,,,,,
06/11/2018 14:33:05,miobrenipe ,[Mio] ,06/11/2018,14:09:00,Curso de Formação de Soldados (CFSd),Keizzeou / higormeloboy / secundario03,Keizzeou  / higormeloboy,Boa aula. ,2,,,,,,,,,,,,,,,,,,
06/11/2018 15:07:23,miobrenipe ,[Mio] ,06/11/2018,14:52:00,Curso de Formação de Soldados (CFSd),kelly7421,-x-,Caiu no teste teórico. ,2,,,,,,,,,,,,,,,,,,
07/11/2018 11:31:33,miobrenipe ,[Mio] ,07/11/2018,11:11:00,Curso de Formação de Soldados (CFSd),BrunnaRaffaela8 ,BrunnaRaffaela8 ,"Exelente aluna, será uma grande militar. ",2,,,,,,,,,,,,,,,,,,
07/11/2018 12:27:06,miobrenipe ,[Mio] ,07/11/2018,11:54:00,Curso de Formação de Soldados (CFSd),sarah1077 / zZEdos@ ,-x-,"Saiu, a outra reprovou. ",2,,,,,,,,,,,,,,,,,,
07/11/2018 13:35:00,miobrenipe ,[Mio] ,07/11/2018,13:25:00,Curso de Formação de Soldados (CFSd),zZEdos@ ,zZEdos@ ,Boa aula. ,2,,,,,,,,,,,,,,,,,,
07/11/2018 14:15:47,miobrenipe ,[Mio] ,07/11/2018,13:41:00,Curso de Formação de Soldados (CFSd),miguelitotel / MiguelST17,-x-,Um caiu e o outro reprovou. ,2,,,,,,,,,,,,,,,,,,
07/11/2018 14:54:30,miobrenipe ,[Mio] ,07/11/2018,14:23:00,Curso de Formação de Soldados (CFSd),miguelitotel / thiago12917,thiago12917,"Boa aula, o recruta miguelitotel reprovou. ",2,,,,,,,,,,,,,,,,,,
08/11/2018 01:43:01,miobrenipe ,[Mio] ,08/11/2018,00:52:00,Curso de Formação de Soldados (CFSd),Krawk__ / david45588 ,Krawk__ / david45588 ,"Aula horrível, porém boa. ",2,,,,,,,,,,,,,,,,,,
08/11/2018 14:16:43,miobrenipe ,[Mio] ,08/11/2018,13:50:00,Curso de Formação de Soldados (CFSd),miguellitotel / miqueias5415 / Telug30 / RafalGuz123,-x-,Uns caíram e outros reprovaram. ,2,,,,,,,,,,,,,,,,,,
08/11/2018 16:46:31,miobrenipe ,[Mio] ,08/11/2018,16:10:00,Curso de Formação de Soldados (CFSd),babyaliveegames / flaah38 / vitinhoRetinho,flaah38 / vitinhoRetinho,Exelente aula. ,2,,,,,,,,,,,,,,,,,,
08/11/2018 18:50:43,miobrenipe ,[Mio] ,08/11/2018,18:40:00,Curso de Aperfeiçoamento de Praças (CAP),gothlucasx67,-x-,O subtenente caiu. ,1,,,,,,,,,,,,,,,,,,
09/11/2018 10:09:30,miobrenipe ,[Mio] ,09/11/2018,09:30:00,Curso de Formação de Soldados (CFSd),ellen-linda24,ellen-linda24,Boa aula.,2,,,,,,,,,,,,,,,,,,
09/11/2018 12:21:14,miobrenipe ,[Mio] ,09/11/2018,12:04:00,Curso de Formação de Soldados (CFSd),alexsand7035 ,alexsand7035 ,Boa. ,2,,,,,,,,,,,,,,,,,,
09/11/2018 22:01:21,miobrenipe ,[Mio] ,09/11/2018,21:30:00,Curso de Formação de Soldados (CFSd),Tpy. ,Tpy. ,Exelente aula. ,2,,,,,,,,,,,,,,,,,,
10/11/2018 00:47:09,miobrenipe ,[Mio] ,10/11/2018,00:05:00,Curso de Formação de Soldados (CFSd),-Nightn / thaissa1359 / gugus869 ,-Nightn / thaissa1359 /gugus869 ,Boa aula. ,2,,,,,,,,,,,,,,,,,,
05/11/2018 23:57:24,MisterGui12345,[MG1],05/11/2018,21:25:00,Curso de Formação de Soldados (CFSd),lukas4718 / MateusOli7,lukas4718 / MateusOli7,-x-,2,,,,,,,,,,,,,,,,,,
06/11/2018 15:22:56,MisterGui12345,[MG1],06/11/2018,12:44:00,Curso de Formação de Soldados (CFSd),secundario03 / izabelly989 / GKOGamer123,izabelly989 / GKOGamer123,Uma recruta saiu no meio da aula,2,,,,,,,,,,,,,,,,,,
07/11/2018 20:01:48,MisterGui12345,[MG1],07/11/2018,17:45:00,Curso de Formação de Soldados (CFSd),laiz232 / LordVampireBR,LordVampireBR,A recruta laiz232 saiu no meio da aula,2,,,,,,,,,,,,,,,,,,
08/11/2018 13:55:36,MisterGui12345,[MG1],08/11/2018,11:30:00,Curso de Formação de Soldados (CFSd),petersom88 / iasmin874,petersom88,A recruta iasmin874 saiu no meio da aula.,2,,,,,,,,,,,,,,,,,,
08/11/2018 20:18:53,MisterGui12345,[MG1],08/11/2018,17:50:00,Curso de Formação de Cabos (Parte 2) (CFC2),soluvio,soluvio,O cabo teve alguns probleminhas para conferir as TAGs mas eu o ensinei melhor e foi resolvido,1,,,,,,,,,,,,,,,,,,
08/11/2018 23:57:26,MisterGui12345,[MG1],08/11/2018,21:40:00,Curso de Formação de Soldados (CFSd),Luxxiene,Luxxiene,Ex-militar,2,,,,,,,,,,,,,,,,,,
10/11/2018 00:56:47,MisterGui12345,[MG1],09/11/2018,22:35:00,Curso de Formação de Soldados (CFSd),thayenew,thayenew,-x-,2,,,,,,,,,,,,,,,,,,
05/11/2018 09:53:11,Monyir,[Myr],05/11/2018,09:07:00,Curso de Formação de Soldados (CFSd),Srto.DomMarcelo,Srto.DomMarcelo,Excelente aula.,2,,,,,,,,,,,,,,,,,,
04/11/2018 23:14:18,NatallyFrank,[ATA],04/11/2018,22:51:00,Curso de Formação de Soldados (CFSd),Lani1601 / -JuliaaOliveira / ana68589 / Boltalha  ,-x-,Dois saíram e duas foram reprovadas nas perguntas.,2,,,,,,,,,,,,,,,,,,
04/11/2018 10:37:29,neokarlasan,[Nkl],04/11/2018,10:24:00,Curso de Formação de Cabos (Parte 1) (CFC1),Viana@Carla,,,2,,,,,,,,,,,,,,,,,,
05/11/2018 15:09:45,neokarlasan,[Nkl],05/11/2018,15:09:00,Curso de Aperfeiçoamento de Praças (CAP),"Dinozinho_ ; ,Joff",",Joff",,1,,,,,,,,,,,,,,,,,,
06/11/2018 14:35:16,neokarlasan,[Nkl],06/11/2018,13:46:00,Curso de Formação de Soldados (CFSd),larissinha301 / danielly631 / deivisson646 / GabrielS2ln,deivisson646 ,,2,,,,,,,,,,,,,,,,,,
06/11/2018 20:30:10,neokarlasan,[Nkl],06/11/2018,20:18:00,Curso de Formação de Soldados (CFSd),Luxxiene,Luxxiene,,2,,,,,,,,,,,,,,,,,,
09/11/2018 10:59:43,neokarlasan,[Nkl],09/11/2018,10:40:00,Curso de Formação de Soldados (CFSd),rafa231208,rafa231208,,2,,,,,,,,,,,,,,,,,,
09/11/2018 11:51:55,neokarlasan,[Nkl],09/11/2018,11:51:00,Curso de Formação de Soldados (CFSd),Hissen,Hissen,"Muito inteligente e prático, será um ótimo policial!",2,,,,,,,,,,,,,,,,,,
09/11/2018 14:31:10,neokarlasan,[Nkl],09/11/2018,14:15:00,Curso de Formação de Cabos (Parte 1) (CFC1),BRDudu007,BRDudu007,,2,,,,,,,,,,,,,,,,,,
09/11/2018 14:39:09,neokarlasan,[Nkl],09/11/2018,14:32:00,Curso de Formação de Cabos (Parte 2) (CFC2),BRDudu007,BRDudu007,,1,,,,,,,,,,,,,,,,,,
09/11/2018 17:09:47,neokarlasan,[Nkl],09/11/2018,16:51:00,Curso de Formação de Soldados (CFSd),yuri1213Surf,yuri1213Surf,,2,,,,,,,,,,,,,,,,,,
Carimbo de data/hora,Nickname:,TAG,Data:,Horário do INÍCIO da instrução:,Curso aplicado: ,Nick(s) do(s) aluno(s) presente(s):,Nick(s) do(s) aluno(s) aprovado(s):,Comentários:,Pontos:,,,,,,,,,,,,,,,,,,
06/11/2018 14:29:03,NiponlindaProf,[NIP],08/11/2018,13:55:00,Curso de Formação de Soldados (CFSd),menhorzinha123 vitinhoTechno Niponevellyn ,vitinhoTechno Niponevellyn ,-x-,2,,,,,,,,,,,,,,,,,,
06/11/2018 10:32:30,Obielzinho123,[OBZ],06/11/2018,10:15:00,Curso de Formação de Cabos (Parte 2) (CFC2),ShadowBright e lucash30,ShadowBright ,O lucash30 caiu no meio da aula,1,,,,,,,,,,,,,,,,,,
08/11/2018 11:01:16,Obielzinho123,[OBZ],08/11/2018,10:45:00,Curso de Formação de Soldados (CFSd),biancagliter ,biancagliter ,,2,,,,,,,,,,,,,,,,,,
09/11/2018 09:13:43,Obielzinho123,[OBZ],09/11/2018,09:00:00,Curso de Formação de Soldados (CFSd),LatherFace2006,LatherFace2006,,2,,,,,,,,,,,,,,,,,,
04/11/2018 08:47:23,obito_extreme,[ObT],04/11/2018,08:20:00,Curso de Formação de Soldados (CFSd),mariana39546,mariana39546,,2,,,,,,,,,,,,,,,,,,
04/11/2018 12:03:35,obito_extreme,[ObT],04/11/2018,11:52:00,Curso de Formação de Cabos (Parte 2) (CFC2),luizgustavofour,luizgustavofour,,1,,,,,,,,,,,,,,,,,,
04/11/2018 12:34:28,obito_extreme,[ObT],04/11/2018,12:25:00,Curso de Formação de Cabos (Parte 1) (CFC1),sabope,sabope,,2,,,,,,,,,,,,,,,,,,
04/11/2018 13:18:24,obito_Extreme,[ObT],04/11/2018,13:05:00,Curso de Formação de Cabos (Parte 1) (CFC1),xXGirl23Xx,xXGirl23Xx,,2,,,,,,,,,,,,,,,,,,
04/11/2018 13:27:13,obito_extreme,[ObT],04/11/2018,13:18:00,Curso de Formação de Cabos (Parte 2) (CFC2),xXGirl23Xx,xXGirl23Xx,,1,,,,,,,,,,,,,,,,,,
04/11/2018 17:43:56,obito_extreme,[ObT],04/11/2018,17:30:00,Curso de Formação de Cabos (Parte 1) (CFC1),Scopeios,Scopeios,,2,,,,,,,,,,,,,,,,,,
04/11/2018 18:28:04,obito_extreme,[ObT],04/11/2018,18:05:00,Curso de Formação de Soldados (CFSd),lalolu27/snoopiz/stynte.th,lalolu27/snoopiz/stynte.th,,2,,,,,,,,,,,,,,,,,,
04/11/2018 18:47:47,obito_extreme,[ObT],04/11/2018,18:43:00,Curso de Formação de Cabos (Parte 2) (CFC2),sapobe,sapobe,,1,,,,,,,,,,,,,,,,,,
04/11/2018 19:20:22,obito_extreme,[ObT],04/11/2018,19:10:00,Curso de Formação de Cabos (Parte 1) (CFC1),",Majesty",",Majesty",,2,,,,,,,,,,,,,,,,,,
04/11/2018 19:28:09,obito_extreme,[ObT],04/11/2018,19:20:00,Curso de Formação de Cabos (Parte 2) (CFC2),",Majesty",",Majesty",,1,,,,,,,,,,,,,,,,,,
04/11/2018 20:59:28,obito_extreme,[ObT],04/11/2018,20:56:00,Curso de Formação de Cabos (Parte 1) (CFC1),Stynte.th,Stynte.th,,2,,,,,,,,,,,,,,,,,,
05/11/2018 10:24:06,obito_extreme,[ObT],05/11/2018,10:01:00,Curso de Formação de Soldados (CFSd),lukas4718/ weberson0070/BugadoSK8, weberson0070/BugadoSK8,,2,,,,,,,,,,,,,,,,,,
05/11/2018 11:52:47,obito_extreme,[ObT],05/11/2018,11:30:00,Curso de Formação de Soldados (CFSd),marcosdahornet/yIsrael-/rafaela13218,yIsrael-,,2,,,,,,,,,,,,,,,,,,
05/11/2018 12:17:45,obito_extreme,[ObT],05/11/2018,12:05:00,Curso de Formação de Cabos (Parte 1) (CFC1),Srto.DomMarcelo,Srto.DomMarcelo,,2,,,,,,,,,,,,,,,,,,
05/11/2018 12:22:15,obito_extreme,[ObT],05/11/2018,12:18:00,Curso de Formação de Cabos (Parte 2) (CFC2),Srto.DomMarcelo,Srto.DomMarcelo,,1,,,,,,,,,,,,,,,,,,
05/11/2018 16:40:36,obito_extreme,[ObT],05/11/2018,16:25:00,Curso de Formação de Cabos (Parte 2) (CFC2),-StarLord_,-StarLord_,,1,,,,,,,,,,,,,,,,,,
05/11/2018 17:30:48,obito_extreme,[ObT],05/11/2018,17:15:00,Curso de Formação de Soldados (CFSd),anacarolina210/TimmySam,TimmySam,,2,,,,,,,,,,,,,,,,,,
05/11/2018 19:55:50,obito_extreme,[ObT],05/11/2018,19:45:00,Curso de Formação de Soldados (CFSd),M-23/ reianaclar17,M-23,,2,,,,,,,,,,,,,,,,,,
05/11/2018 21:02:56,obito_extreme,[ObT],05/11/2018,20:45:00,Curso de Formação de Cabos (Parte 1) (CFC1),.:Schopf:.,.:Schopf:.,,2,,,,,,,,,,,,,,,,,,
06/11/2018 10:30:04,obito_extreme,[ObT],06/11/2018,10:20:00,Curso de Formação de Soldados (CFSd),BOMBRILLBR,,,2,,,,,,,,,,,,,,,,,,
06/11/2018 11:51:09,obito_extreme,[ObT],06/11/2018,11:40:00,Curso de Formação de Soldados (CFSd),Tellislopes123,,,2,,,,,,,,,,,,,,,,,,
06/11/2018 13:17:36,obito_extreme,[ObT],06/11/2018,13:00:00,Curso de Formação de Soldados (CFSd),Tomas0315/fael26973,fael26973,,2,,,,,,,,,,,,,,,,,,
06/11/2018 17:08:52,obito_extreme,[ObT],06/11/2018,17:00:00,Curso de Formação de Soldados (CFSd),Emillycaroline9,,,2,,,,,,,,,,,,,,,,,,
07/11/2018 10:12:00,obito_extreme,[ObT],07/11/2018,09:50:00,Curso de Formação de Soldados (CFSd),thalit91/ matheus82698, matheus82698,,2,,,,,,,,,,,,,,,,,,
07/11/2018 13:14:27,obito_extreme,[ObT],07/11/2018,12:41:00,Curso de Formação de Soldados (CFSd),meliodaswolf/ rayanebertolani,,"Os dois comeram uma guerra na aula fizeram tanta bagunça que fiquei sem palavras, um ficava chingando e outra ficava falando te amo para min.",2,,,,,,,,,,,,,,,,,,
